area,region,geo_lookup,industrial_size,rental_industrial_2022:2,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,latitude,longitude
 Alrode South,East Rand," Alrode South, East Rand, South Africa", 2500m�,40.33,,,,,,,,,,,,,,,,,,,,,,,,,,-26.17722,28.22194
 Bartletts,East Rand," Bartletts, East Rand, South Africa", 2500m�,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,-26.17722,28.22194
 Delville,East Rand," Delville, East Rand, South Africa", 2500m�,33.5,,,,,,,,,,,,,,,,,,,,,,,,,,-26.17722,28.22194
 Driehoek/Industries W,East Rand," Driehoek/Industries W, East Rand, South Africa", 2500m�,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,-26.17722,28.22194
 East Rand average,East Rand," East Rand average, East Rand, South Africa", 2500m�,50.54,,,,,,,,,,,,,,,,,,,,,,,,,,-26.17722,28.22194
 Eastleigh,East Rand," Eastleigh, East Rand, South Africa", 2500m�,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,-26.17722,28.22194
 Elandsfontein,East Rand," Elandsfontein, East Rand, South Africa", 2500m�,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,-26.17722,28.22194
 Founders View,East Rand," Founders View, East Rand, South Africa", 2500m�,56.75,,,,,,,,,,,,,,,,,,,,,,,,,,-26.17722,28.22194
 Germiston S/Industries E,East Rand," Germiston S/Industries E, East Rand, South Africa", 2500m�,36.75,,,,,,,,,,,,,,,,,,,,,,,,,,-26.17722,28.22194
 Gosforth Park,East Rand," Gosforth Park, East Rand, South Africa", 2500m�,64.75,,,,,,,,,,,,,,,,,,,,,,,,,,-26.17722,28.22194
 Henville,East Rand," Henville, East Rand, South Africa", 2500m�,41.5,,,,,,,,,,,,,,,,,,,,,,,,,,-26.17722,28.22194
 Hughes,East Rand," Hughes, East Rand, South Africa", 2500m�,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,-26.17722,28.22194
 Isando,East Rand," Isando, East Rand, South Africa", 2500m�,50.09,,,,,,,,,,,,,,,,,,,,,,,,,,-26.17722,28.22194
 Isando 3,East Rand," Isando 3, East Rand, South Africa", 2500m�,50.63,,,,,,,,,,,,,,,,,,,,,,,,,,-26.17722,28.22194
 Jet Park,East Rand," Jet Park, East Rand, South Africa", 2500m�,51.88,,,,,,,,,,,,,,,,,,,,,,,,,,-26.17722,28.22194
 Knights,East Rand," Knights, East Rand, South Africa", 2500m�,33.5,,,,,,,,,,,,,,,,,,,,,,,,,,-26.17722,28.22194
 Lilianton,East Rand," Lilianton, East Rand, South Africa", 2500m�,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,-26.17722,28.22194
 Longmeadow,East Rand," Longmeadow, East Rand, South Africa", 2500m�,67.5,,,,,,,,,,,,,,,,,,,,,,,,,,-26.17722,28.22194
 Meadowbrook/Wilbart,East Rand," Meadowbrook/Wilbart, East Rand, South Africa", 2500m�,57.29,,,,,,,,,,,,,,,,,,,,,,,,,,-26.17722,28.22194
 Pomona/Kempton Park,East Rand," Pomona/Kempton Park, East Rand, South Africa", 2500m�,61.7,,,,,,,,,,,,,,,,,,,,,,,,,,-26.17722,28.22194
 Roodekop,East Rand," Roodekop, East Rand, South Africa", 2500m�,37.83,,,,,,,,,,,,,,,,,,,,,,,,,,-26.17722,28.22194
 Route 24/Meadowdale,East Rand," Route 24/Meadowdale, East Rand, South Africa", 2500m�,50.56,,,,,,,,,,,,,,,,,,,,,,,,,,-26.17722,28.22194
 Rustivia/Activia Park,East Rand," Rustivia/Activia Park, East Rand, South Africa", 2500m�,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,-26.17722,28.22194
 S&J Industrial Estate,East Rand," S&J Industrial Estate, East Rand, South Africa", 2500m�,66.67,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Sebenza Ext 14,East Rand," Sebenza Ext 14, East Rand, South Africa", 2500m�,46.3,,,,,,,,,,,,,,,,,,,,,,,,,,-26.17722,28.22194
 Spartan Ext 16 (Sebenza Link) + Ext 1/3/7,East Rand," Spartan Ext 16 (Sebenza Link) + Ext 1/3/7, East Rand, South Africa", 2500m�,48.13,,,,,,,,,,,,,,,,,,,,,,,,,,-26.17722,28.22194
 Spartan Proper,East Rand," Spartan Proper, East Rand, South Africa", 2500m�,45.63,,,,,,,,,,,,,,,,,,,,,,,,,,-26.17722,28.22194
 Sunnyrock,East Rand," Sunnyrock, East Rand, South Africa", 2500m�,56.33,,,,,,,,,,,,,,,,,,,,,,,,,,-26.17722,28.22194
 Tunney/Greenhills,East Rand," Tunney/Greenhills, East Rand, South Africa", 2500m�,56.1,,,,,,,,,,,,,,,,,,,,,,,,,,-26.17722,28.22194
 Apex,Far East Rand," Apex, Far East Rand, South Africa", 2500m�,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,-26.17722,28.22194
 Benoni South,Far East Rand," Benoni South, Far East Rand, South Africa", 2500m�,42.8,,,,,,,,,,,,,,,,,,,,,,,,,,-26.17722,28.22194
 Boksburg North & East,Far East Rand," Boksburg North & East, Far East Rand, South Africa", 2500m�,43.44,,,,,,,,,,,,,,,,,,,,,,,,,,-26.2084475,28.2535265
 Far East Rand average,Far East Rand," Far East Rand average, Far East Rand, South Africa", 2500m�,42.35,,,,,,,,,,,,,,,,,,,,,,,,,,-26.17722,28.22194
 Morehill Ext 8 Benoni,Far East Rand," Morehill Ext 8 Benoni, Far East Rand, South Africa", 2500m�,41.75,,,,,,,,,,,,,,,,,,,,,,,,,,-26.17722,28.22194
 New Era/Vulcania,Far East Rand," New Era/Vulcania, Far East Rand, South Africa", 2500m�,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,-26.17722,28.22194
 Deal Party,Gqeberha," Deal Party, Gqeberha, South Africa", 2500m�,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,-33.8954029,25.6168853
 Fairview,Gqeberha," Fairview, Gqeberha, South Africa", 2500m�,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,-29.0,24.0
 Gqeberha average,Gqeberha," Gqeberha average, Gqeberha, South Africa", 2500m�,34.93,,,,,,,,,,,,,,,,,,,,,,,,,,-29.0,24.0
 Greenbushes,Gqeberha," Greenbushes, Gqeberha, South Africa", 2500m�,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,-29.0,24.0
 Korsten/Neave/Sidwell/Sydenham,Gqeberha," Korsten/Neave/Sidwell/Sydenham, Gqeberha, South Africa", 2500m�,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,-29.0,24.0
 Markman Township,Gqeberha," Markman Township, Gqeberha, South Africa", 2500m�,28.33,,,,,,,,,,,,,,,,,,,,,,,,,,-29.0,24.0
 North End,Gqeberha," North End, Gqeberha, South Africa", 2500m�,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,-33.9422092,25.6053223
 Perseverance,Gqeberha," Perseverance, Gqeberha, South Africa", 2500m�,33.33,,,,,,,,,,,,,,,,,,,,,,,,,,-29.0,24.0
 South End Walmer,Gqeberha," South End Walmer, Gqeberha, South Africa", 2500m�,41.67,,,,,,,,,,,,,,,,,,,,,,,,,,-29.0,24.0
 Struandale,Gqeberha," Struandale, Gqeberha, South Africa", 2500m�,36.67,,,,,,,,,,,,,,,,,,,,,,,,,,-33.902231,25.5767651
 Walmer,Gqeberha," Walmer, Gqeberha, South Africa", 2500m�,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,-33.9783333,25.5874001
 Danskraal,Ladysmith," Danskraal, Ladysmith, South Africa", 2500m�,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,-28.5411111,29.8191667
 Ladysmith average,Ladysmith," Ladysmith average, Ladysmith, South Africa", 2500m�,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,-28.55874,29.77896
 Nambiti,Ladysmith," Nambiti, Ladysmith, South Africa", 2500m�,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,-28.5719444,29.7908333
 Mbombela average,Mbombela," Mbombela average, Mbombela, South Africa", 2500m�,46.5,,,,,,,,,,,,,,,,,,,,,,,,,,-25.47448,30.97033
 Mbombela East,Mbombela," Mbombela East, Mbombela, South Africa", 2500m�,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,-25.47448,30.97033
 Mbombela West,Mbombela," Mbombela West, Mbombela, South Africa", 2500m�,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,-25.4724624,30.9607723
 Riverside Park,Mbombela," Riverside Park, Mbombela, South Africa", 2500m�,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,-25.4465957,30.9629239
 Rocky's Drift,Mbombela," Rocky's Drift, Mbombela, South Africa", 2500m�,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,-25.47448,30.97033
 Camps Drift,Pietermaritzburg," Camps Drift, Pietermaritzburg, South Africa", 2500m�,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,-29.6219008,30.3761258
 Mkondeni/Shortts Retreat,Pietermaritzburg," Mkondeni/Shortts Retreat, Pietermaritzburg, South Africa", 2500m�,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,-29.61679,30.39278
 Pietermaritzburg average,Pietermaritzburg," Pietermaritzburg average, Pietermaritzburg, South Africa", 2500m�,43.75,,,,,,,,,,,,,,,,,,,,,,,,,,-29.61679,30.39278
 Pietermaritzburg Central,Pietermaritzburg," Pietermaritzburg Central, Pietermaritzburg, South Africa", 2500m�,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,-29.61679,30.39278
 Willowton,Pietermaritzburg," Willowton, Pietermaritzburg, South Africa", 2500m�,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,-29.5913889,30.4075
 Industria Polokwane,Polokwane," Industria Polokwane, Polokwane, South Africa", 2500m�,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,-23.8875,29.4519444
 Laboria,Polokwane," Laboria, Polokwane, South Africa", 2500m�,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,-23.90449,29.46885
 Ladine,Polokwane," Ladine, Polokwane, South Africa", 2500m�,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,-23.90449,29.46885
 Magna Via,Polokwane," Magna Via, Polokwane, South Africa", 2500m�,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,-23.90449,29.46885
 Polokwane average,Polokwane," Polokwane average, Polokwane, South Africa", 2500m�,33.57,,,,,,,,,,,,,,,,,,,,,,,,,,-23.90449,29.46885
 Seshego,Polokwane," Seshego, Polokwane, South Africa", 2500m�,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,-23.8494444,29.3894444
 Superbia,Polokwane," Superbia, Polokwane, South Africa", 2500m�,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,-23.9082916,29.4399975
 Centurion,Pretoria," Centurion, Pretoria, South Africa", 2500m�,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,-25.8349977,28.2109191
 Charlotte Maxeke,Pretoria," Charlotte Maxeke, Pretoria, South Africa", 2500m�,32.5,,,,,,,,,,,,,,,,,,,,,,,,,,-25.7546708,28.1438424
 Gateway,Pretoria," Gateway, Pretoria, South Africa", 2500m�,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,-25.74486,28.18783
 Hennopspark X15 & X7,Pretoria," Hennopspark X15 & X7, Pretoria, South Africa", 2500m�,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,-25.8497222,28.1741667
 Hermanstad,Pretoria," Hermanstad, Pretoria, South Africa", 2500m�,38.5,,,,,,,,,,,,,,,,,,,,,,,,,,-25.7163889,28.1616667
 Kirkney,Pretoria," Kirkney, Pretoria, South Africa", 2500m�,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,-25.7191667,28.1016667
 Klerksoord,Pretoria," Klerksoord, Pretoria, South Africa", 2500m�,33.5,,,,,,,,,,,,,,,,,,,,,,,,,,-25.74486,28.18783
 Koedoespoort,Pretoria," Koedoespoort, Pretoria, South Africa", 2500m�,47.5,,,,,,,,,,,,,,,,,,,,,,,,,,-25.7264404,28.2797608
 Lyttelton Manor X4/X6,Pretoria," Lyttelton Manor X4/X6, Pretoria, South Africa", 2500m�,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,-25.74486,28.18783
 Pretoria average,Pretoria," Pretoria average, Pretoria, South Africa", 2500m�,45.17,,,,,,,,,,,,,,,,,,,,,,,,,,-25.74486,28.18783
 Pretoria Industrial Township,Pretoria," Pretoria Industrial Township, Pretoria, South Africa", 2500m�,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,-25.74486,28.18783
 Pretoria North,Pretoria," Pretoria North, Pretoria, South Africa", 2500m�,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,-25.672735,28.1734163
 Rosslyn,Pretoria," Rosslyn, Pretoria, South Africa", 2500m�,42.5,,,,,,,,,,,,,,,,,,,,,,,,,,-25.6512587,28.1613493
 Samcor Park,Pretoria," Samcor Park, Pretoria, South Africa", 2500m�,47.5,,,,,,,,,,,,,,,,,,,,,,,,,,-25.74486,28.18783
 Silverton/Silvertondale,Pretoria," Silverton/Silvertondale, Pretoria, South Africa", 2500m�,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,-25.74486,28.18783
 Silvertondale X1,Pretoria," Silvertondale X1, Pretoria, South Africa", 2500m�,47.5,,,,,,,,,,,,,,,,,,,,,,,,,,-25.74486,28.18783
 Sunderland Ridge,Pretoria," Sunderland Ridge, Pretoria, South Africa", 2500m�,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,-25.8398601,28.1061423
 Waltloo/Despatch,Pretoria," Waltloo/Despatch, Pretoria, South Africa", 2500m�,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,-25.74486,28.18783
 Boltonia,West Rand," Boltonia, West Rand, South Africa", 2500m�,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,-26.1047222,27.7463889
 Chamdor,West Rand," Chamdor, West Rand, South Africa", 2500m�,37.5,,,,,,,,,,,,,,,,,,,,,,,,,,-26.1529302,27.8002271
 Factoria,West Rand," Factoria, West Rand, South Africa", 2500m�,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,-26.24565,27.55538
 Honeydew Ext 19/20/21/22,West Rand," Honeydew Ext 19/20/21/22, West Rand, South Africa", 2500m�,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,-26.24565,27.55538
 Industria North,West Rand," Industria North, West Rand, South Africa", 2500m�,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,-26.24565,27.55538
 Laserpark,West Rand," Laserpark, West Rand, South Africa", 2500m�,57.4,,,,,,,,,,,,,,,,,,,,,,,,,,-26.24565,27.55538
 Lea Glen,West Rand," Lea Glen, West Rand, South Africa", 2500m�,47.75,,,,,,,,,,,,,,,,,,,,,,,,,,-26.24565,27.55538
 Robertville,West Rand," Robertville, West Rand, South Africa", 2500m�,41.8,,,,,,,,,,,,,,,,,,,,,,,,,,-26.24565,27.55538
 Stormill,West Rand," Stormill, West Rand, South Africa", 2500m�,41.4,,,,,,,,,,,,,,,,,,,,,,,,,,-26.24565,27.55538
 West Rand average,West Rand," West Rand average, West Rand, South Africa", 2500m�,44.55,,,,,,,,,,,,,,,,,,,,,,,,,,-26.24565,27.55538
 Lafrenz,Windhoek," Lafrenz, Windhoek, South Africa", 2500m�,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,-33.5287,21.68229
 North,Windhoek," North, Windhoek, South Africa", 2500m�,47.5,,,,,,,,,,,,,,,,,,,,,,,,,,-33.5287,21.68229
 Prosperita,Windhoek," Prosperita, Windhoek, South Africa", 2500m�,47.5,,,,,,,,,,,,,,,,,,,,,,,,,,-33.5287,21.68229
 South,Windhoek," South, Windhoek, South Africa", 2500m�,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,-33.5287,21.68229
 Windhoek average,Windhoek," Windhoek average, Windhoek, South Africa", 2500m�,47.5,,,,,,,,,,,,,,,,,,,,,,,,,,-33.5287,21.68229
 Bloemfontein average,Bloemfontein," Bloemfontein average, Bloemfontein, South Africa", 1000m�,36.21,,,,,,,,,,,,,,,,,,,,,,,,,,-29.12107,26.214
 East End,Bloemfontein," East End, Bloemfontein, South Africa", 1000m�,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,-29.12107,26.214
 Estoire,Bloemfontein," Estoire, Bloemfontein, South Africa", 1000m�,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,-29.12107,26.214
 Harvey Road,Bloemfontein," Harvey Road, Bloemfontein, South Africa", 1000m�,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,-29.1254574,26.2240568
 Hilton,Bloemfontein," Hilton, Bloemfontein, South Africa", 1000m�,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,-29.1019444,26.2430556
 Old Industrial,Bloemfontein," Old Industrial, Bloemfontein, South Africa", 1000m�,35.2,,,,,,,,,,,,,,,,,,,,,,,,,,-29.12107,26.214
 Quaggafontein,Bloemfontein," Quaggafontein, Bloemfontein, South Africa", 1000m�,59.67,,,,,,,,,,,,,,,,,,,,,,,,,,-29.1304562,26.1436916
 Airport Industria (east of Borchards Quarry),Cape Town," Airport Industria (east of Borchards Quarry), Cape Town, South Africa", 1000m�,71.88,,,,,,,,,,,,,,,,,,,,,,,,,,-33.92584,18.42322
 Airport Industria (north of sewerage farm),Cape Town," Airport Industria (north of sewerage farm), Cape Town, South Africa", 1000m�,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,-33.92584,18.42322
 Airport Industria (west of Borchards Quarry),Cape Town," Airport Industria (west of Borchards Quarry), Cape Town, South Africa", 1000m�,68.13,,,,,,,,,,,,,,,,,,,,,,,,,,-33.92584,18.42322
 Atlantis,Cape Town," Atlantis, Cape Town, South Africa", 1000m�,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,-33.5672222,18.5002778
 Bellville Oakdale,Cape Town," Bellville Oakdale, Cape Town, South Africa", 1000m�,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,-33.8942265,18.6488585
 Bellville South/Sacks Circle,Cape Town," Bellville South/Sacks Circle, Cape Town, South Africa", 1000m�,49.5,,,,,,,,,,,,,,,,,,,,,,,,,,-33.92584,18.42322
 Bellville Stikland/Kaymor,Cape Town," Bellville Stikland/Kaymor, Cape Town, South Africa", 1000m�,56.6,,,,,,,,,,,,,,,,,,,,,,,,,,-33.92584,18.42322
 Bellville Triangle,Cape Town," Bellville Triangle, Cape Town, South Africa", 1000m�,53.57,,,,,,,,,,,,,,,,,,,,,,,,,,-33.92584,18.42322
 Blackheath,Cape Town," Blackheath, Cape Town, South Africa", 1000m�,46.6,,,,,,,,,,,,,,,,,,,,,,,,,,-33.9356509,18.4142813
 Brackenfell Industria,Cape Town," Brackenfell Industria, Cape Town, South Africa", 1000m�,54.58,,,,,,,,,,,,,,,,,,,,,,,,,,-33.92584,18.42322
 Brackengate/Icon Business Park,Cape Town," Brackengate/Icon Business Park, Cape Town, South Africa", 1000m�,61.67,,,,,,,,,,,,,,,,,,,,,,,,,,-33.92584,18.42322
 Cape Town average,Cape Town," Cape Town average, Cape Town, South Africa", 1000m�,56.09,,,,,,,,,,,,,,,,,,,,,,,,,,-33.92584,18.42322
 Capricorn Park,Cape Town," Capricorn Park, Cape Town, South Africa", 1000m�,63.33,,,,,,,,,,,,,,,,,,,,,,,,,,-34.0920533,18.4882371
 Diep River,Cape Town," Diep River, Cape Town, South Africa", 1000m�,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,-33.8509769,18.5062574
 Durbanville Industrial Park,Cape Town," Durbanville Industrial Park, Cape Town, South Africa", 1000m�,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,-33.92584,18.42322
 Elsies River (excl. Central Park),Cape Town," Elsies River (excl. Central Park), Cape Town, South Africa", 1000m�,41.5,,,,,,,,,,,,,,,,,,,,,,,,,,-33.92584,18.42322
 Epping 1 & 2,Cape Town," Epping 1 & 2, Cape Town, South Africa", 1000m�,52.6,,,,,,,,,,,,,,,,,,,,,,,,,,-33.9335257,18.5330355
 Everite Brackenfell,Cape Town," Everite Brackenfell, Cape Town, South Africa", 1000m�,58.33,,,,,,,,,,,,,,,,,,,,,,,,,,-33.92584,18.42322
 Glosderry,Cape Town," Glosderry, Cape Town, South Africa", 1000m�,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,-33.9894891,18.4850336
 Killarney Gardens,Cape Town," Killarney Gardens, Cape Town, South Africa", 1000m�,48.5,,,,,,,,,,,,,,,,,,,,,,,,,,-33.8253939,18.5345972
 Kraaifontein,Cape Town," Kraaifontein, Cape Town, South Africa", 1000m�,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,-33.8477778,18.7161111
 Kuils River,Cape Town," Kuils River, Cape Town, South Africa", 1000m�,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,-33.8579607,18.6676275
 Lansdowne Nerissa,Cape Town," Lansdowne Nerissa, Cape Town, South Africa", 1000m�,48.33,,,,,,,,,,,,,,,,,,,,,,,,,,-33.92584,18.42322
 Maitland,Cape Town," Maitland, Cape Town, South Africa", 1000m�,51.64,,,,,,,,,,,,,,,,,,,,,,,,,,-33.9225,18.4930556
 Marconi Beam,Cape Town," Marconi Beam, Cape Town, South Africa", 1000m�,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,-33.8723068,18.5156689
 Montague Gardens,Cape Town," Montague Gardens, Cape Town, South Africa", 1000m�,61.94,,,,,,,,,,,,,,,,,,,,,,,,,,-33.8597498,18.5229164
 Ndabeni,Cape Town," Ndabeni, Cape Town, South Africa", 1000m�,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,-33.928485,18.4916241
 Northgate Industrial Park,Cape Town," Northgate Industrial Park, Cape Town, South Africa", 1000m�,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,-33.92584,18.42322
 Okavango,Cape Town," Okavango, Cape Town, South Africa", 1000m�,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,-33.7992446,18.6881485
 Ottery Hillstar,Cape Town," Ottery Hillstar, Cape Town, South Africa", 1000m�,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,-34.007327,18.4997451
 Ottery Sunset,Cape Town," Ottery Sunset, Cape Town, South Africa", 1000m�,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,-33.92584,18.42322
 Paarden Eiland/Metro,Cape Town," Paarden Eiland/Metro, Cape Town, South Africa", 1000m�,64.05,,,,,,,,,,,,,,,,,,,,,,,,,,-33.92584,18.42322
 Paarl,Cape Town," Paarl, Cape Town, South Africa", 1000m�,42.5,,,,,,,,,,,,,,,,,,,,,,,,,,-33.9227154,18.5233059
 Parow Beaconvale,Cape Town," Parow Beaconvale, Cape Town, South Africa", 1000m�,55.5,,,,,,,,,,,,,,,,,,,,,,,,,,-33.9096806,18.5862094
 Parow East,Cape Town," Parow East, Cape Town, South Africa", 1000m�,51.67,,,,,,,,,,,,,,,,,,,,,,,,,,-33.9056485,18.6006619
 Parow Industria,Cape Town," Parow Industria, Cape Town, South Africa", 1000m�,52.14,,,,,,,,,,,,,,,,,,,,,,,,,,-33.92584,18.42322
 Racing Park,Cape Town," Racing Park, Cape Town, South Africa", 1000m�,31.5,,,,,,,,,,,,,,,,,,,,,,,,,,-33.814152,18.5354943
 Saxenburg Industrial Park,Cape Town," Saxenburg Industrial Park, Cape Town, South Africa", 1000m�,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,-33.9533589,18.7017911
 Tygerberg Business Park,Cape Town," Tygerberg Business Park, Cape Town, South Africa", 1000m�,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,-33.92584,18.42322
 Viking Place,Cape Town," Viking Place, Cape Town, South Africa", 1000m�,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,-33.92584,18.42322
 Woodstock/Salt River/Observatory,Cape Town," Woodstock/Salt River/Observatory, Cape Town, South Africa", 1000m�,57.5,,,,,,,,,,,,,,,,,,,,,,,,,,-33.92584,18.42322
 WP Park,Cape Town," WP Park, Cape Town, South Africa", 1000m�,57.5,,,,,,,,,,,,,,,,,,,,,,,,,,-33.9248155,18.5471006
 Aeroton,Central Witwatersrand ," Aeroton, Central Witwatersrand , South Africa", 1000m�,49.5,,,,,,,,,,,,,,,,,,,,,,,,,,-26.25,28.0
 Amalgam,Central Witwatersrand ," Amalgam, Central Witwatersrand , South Africa", 1000m�,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,-26.25,28.0
 Barbeque Downs,Central Witwatersrand ," Barbeque Downs, Central Witwatersrand , South Africa", 1000m�,68.5,,,,,,,,,,,,,,,,,,,,,,,,,,-26.25,28.0
 Benrose,Central Witwatersrand ," Benrose, Central Witwatersrand , South Africa", 1000m�,31.5,,,,,,,,,,,,,,,,,,,,,,,,,,-26.25,28.0
 Booysens/Booysens Reserve/Ophirton,Central Witwatersrand ," Booysens/Booysens Reserve/Ophirton, Central Witwatersrand , South Africa", 1000m�,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,-26.25,28.0
 Bramley View/Lombardy West,Central Witwatersrand ," Bramley View/Lombardy West, Central Witwatersrand , South Africa", 1000m�,31.5,,,,,,,,,,,,,,,,,,,,,,,,,,-26.25,28.0
 Cambridge Park,Central Witwatersrand ," Cambridge Park, Central Witwatersrand , South Africa", 1000m�,56.67,,,,,,,,,,,,,,,,,,,,,,,,,,-26.25,28.0
 Central Witwatersrand average,Central Witwatersrand ," Central Witwatersrand average, Central Witwatersrand , South Africa", 1000m�,52.59,,,,,,,,,,,,,,,,,,,,,,,,,,-26.25,28.0
 Chloorkop,Central Witwatersrand ," Chloorkop, Central Witwatersrand , South Africa", 1000m�,49.83,,,,,,,,,,,,,,,,,,,,,,,,,,-26.25,28.0
 City Deep,Central Witwatersrand ," City Deep, Central Witwatersrand , South Africa", 1000m�,48.25,,,,,,,,,,,,,,,,,,,,,,,,,,-26.25,28.0
 Clayville/Olifantsfontein,Central Witwatersrand ," Clayville/Olifantsfontein, Central Witwatersrand , South Africa", 1000m�,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,-26.25,28.0
 Cleveland/Heriotdale,Central Witwatersrand ," Cleveland/Heriotdale, Central Witwatersrand , South Africa", 1000m�,35.5,,,,,,,,,,,,,,,,,,,,,,,,,,-26.25,28.0
 Commercia,Central Witwatersrand ," Commercia, Central Witwatersrand , South Africa", 1000m�,56.83,,,,,,,,,,,,,,,,,,,,,,,,,,-26.25,28.0
 Corporate Park (Midrand),Central Witwatersrand ," Corporate Park (Midrand), Central Witwatersrand , South Africa", 1000m�,65.4,,,,,,,,,,,,,,,,,,,,,,,,,,-26.25,28.0
 Cosmo Business Park,Central Witwatersrand ," Cosmo Business Park, Central Witwatersrand , South Africa", 1000m�,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,-26.25,28.0
 Crown Mines,Central Witwatersrand ," Crown Mines, Central Witwatersrand , South Africa", 1000m�,36.67,,,,,,,,,,,,,,,,,,,,,,,,,,-26.25,28.0
 Denver (New),Central Witwatersrand ," Denver (New), Central Witwatersrand , South Africa", 1000m�,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,-26.25,28.0
 Denver (Old),Central Witwatersrand ," Denver (Old), Central Witwatersrand , South Africa", 1000m�,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,-26.25,28.0
 Devland/Nancefield,Central Witwatersrand ," Devland/Nancefield, Central Witwatersrand , South Africa", 1000m�,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,-26.25,28.0
